2MASS,more,RAJ2000,DEJ2000,YSO,Teff,log(g),SimbadName
2M03490232+2315088,*,57.25970459,23.25246811,3,5380.0,5.19,2MASS J03490232+2315088
2M03490585+2344232,*,57.27437973,23.73979568,3,3870.0,5.17,2MASS J03490585+2344232
2M03490603+2423531,*,57.27515793,24.39810944,0,5690.0,5.57,2MASS J03490603+2423531
2M03490610+2346525,*,57.27545166,23.78127289,3,5170.0,5.17,2MASS J03490610+2346525
2M03490662+3143215,*,57.27761841,31.72263908,0,4300.0,2.94,2MASS J03490662+3143215
2M03490731+3215515,*,57.28049088,32.26433182,0,15000.0,4.36,2MASS J03490731+3215515
2M03490916+3248470,*,57.2881813,32.8130722,0,5940.0,4.99,2MASS J03490916+3248470
2M03491127+2333189,*,57.29696655,23.55526924,3,4320.0,4.95,2MASS J03491127+2333189
2M03491172+2438117,*,57.29885864,24.63660622,0,6050.0,5.24,2MASS J03491172+2438117
2M03491219+2353126,*,57.30080795,23.88683891,0,7200.0,4.47,2MASS J03491219+2353126
2M03491230+2313421,*,57.30125427,23.22837257,3,4330.0,5.07,2MASS J03491230+2313421
2M03491415+3144043,*,57.30895996,31.73453712,0,6940.0,4.22,2MASS J03491415+3144043
2M03491537+2434022,*,57.31406784,24.56730461,3,4320.0,4.81,2MASS J03491537+2434022
2M03491634+3202017,*,57.31809235,32.03380585,0,5800.0,5.24,2MASS J03491634+3202017
2M03491640+2403491,*,57.31836319,24.06365967,3,3810.0,5.46,2MASS J03491640+2403491
2M03491679+2423461,*,57.31996918,24.39613914,0,7820.0,4.47,2MASS J03491679+2423461
2M03491747+3212038,*,57.3228035,32.20107651,0,5280.0,3.91,2MASS J03491747+3212038
2M03492059+2446360,*,57.33579254,24.77667046,3,4510.0,4.73,2MASS J03492059+2446360
2M03492148+2339066,*,57.3395195,23.6518364,3,3170.0,5.05,2MASS J03492148+2339066
2M03492173+2422515,*,57.34057236,24.38097572,0,8200.0,4.63,2MASS J03492173+2422515
2M03492309+3124132,*,57.34623337,31.40368271,0,5500.0,4.09,2MASS J03492309+3124132
2M03492405+2350214,*,57.35021591,23.8392868,3,5490.0,5.15,2MASS J03492405+2350214
2M03492570+2456154,*,57.35709381,24.93762016,0,5360.0,5.21,2MASS J03492570+2456154
2M03492598+2414516,*,57.35826874,24.24768066,0,7520.0,4.51,2MASS J03492598+2414516
2M03492763+2431542,*,57.36514664,24.5317421,3,3820.0,5.22,2MASS J03492763+2431542
2M03492873+2342440,*,57.36975098,23.71223831,3,5430.0,5.16,2MASS J03492873+2342440
2M03493272+2322494,*,57.38634109,23.38041306,0,6200.0,4.37,2MASS J03493272+2322494
2M03493302+2432027,*,57.3876152,24.5341053,3,3470.0,5.12,2MASS J03493302+2432027
2M03493312+2347435,*,57.3880043,23.79542732,3,5690.0,5.17,2MASS J03493312+2347435
2M03493401+3220206,*,57.39171219,32.339077,0,5280.0,3.92,2MASS J03493401+3220206
2M03493491+2327169,*,57.39546585,23.45470428,3,4280.0,5.03,2MASS J03493491+2327169
2M03493649+3124403,*,57.40207672,31.41121292,0,6570.0,3.99,2MASS J03493649+3124403
2M03493653+2417460,*,57.40224457,24.29613495,3,5320.0,5.21,2MASS J03493653+2417460
2M03493682+3227247,*,57.40343475,32.45688629,0,5760.0,4.71,2MASS J03493682+3227247
2M03493939+2317244,*,57.41415787,23.29012871,3,5720.0,5.26,2MASS J03493939+2317244
2M03494029+3220103,*,57.41791153,32.33620071,0,4530.0,3.54,2MASS J03494029+3220103
2M03494051+2340538,*,57.41882706,23.68162727,0,6520.0,5.3,2MASS J03494051+2340538
2M03494092+2320298,*,57.42050552,23.34161186,0,7340.0,4.75,2MASS J03494092+2320298
2M03494195+3230255,*,57.42481613,32.5071106,0,5010.0,3.71,2MASS J03494195+3230255
2M03494227+2427470,*,57.42612839,24.46306038,3,5230.0,5.24,2MASS J03494227+2427470
2M03494270+2419077,*,57.42792892,24.3188324,3,3030.0,5.09,2MASS J03494270+2419077
2M03494362+2316242,*,57.43177414,23.27340508,0,7490.0,4.42,2MASS J03494362+2316242
2M03494484+2521511,*,57.43686295,25.36422157,0,7220.0,4.07,2MASS J03494484+2521511
2M03494780+3141472,*,57.44919586,31.69646454,0,4710.0,3.84,2MASS J03494780+3141472
2M03495035+2342202,*,57.45982742,23.70563126,3,5370.0,5.16,2MASS J03495035+2342202
2M03495305+3205103,*,57.47105789,32.08621979,0,4940.0,4.96,2MASS J03495305+3205103
2M03495308+3158383,*,57.47118378,31.97731209,0,3620.0,1.66,2MASS J03495308+3158383
2M03495577+2444317,*,57.48239517,24.74215126,3,3690.0,5.11,2MASS J03495577+2444317
2M03495648+2313071,*,57.48536301,23.21864128,0,6060.0,5.06,2MASS J03495648+2313071
2M03495660+2420566,*,57.48585892,24.3490696,0,8060.0,4.62,2MASS J03495660+2420566
2M03495805+2350554,*,57.49190521,23.84873772,0,8290.0,4.89,2MASS J03495805+2350554
2M03495833+2342340,*,57.49306488,23.7094593,3,3880.0,5.32,2MASS J03495833+2342340
2M03495948+3145222,*,57.49785233,31.75617981,0,4410.0,3.09,2MASS J03495948+3145222
2M03500064+2523558,*,57.5026741,25.39884758,3,4380.0,4.89,2MASS J03500064+2523558
2M03500085+3147294,*,57.5035553,31.791502,3,5120.0,4.48,2MASS J03500085+3147294
2M03500216+2351449,*,57.50903702,23.86248016,3,3360.0,5.62,2MASS J03500216+2351449
2M03500505+2407264,*,57.52106857,24.12401962,3,4380.0,5.02,2MASS J03500505+2407264
2M03500654+2459467,*,57.52729034,24.99630737,3,2920.0,5.1,2MASS J03500654+2459467
2M03500784+3140371,*,57.53267288,31.67697334,0,4000.0,2.86,2MASS J03500784+3140371
2M03501225+2359453,*,57.55108261,23.995924,3,3860.0,5.19,2MASS J03501225+2359453
2M03501240+2431586,*,57.55167389,24.53295708,3,4650.0,4.97,2MASS J03501240+2431586
2M03501244+2355363,*,57.55186844,23.92675018,3,2960.0,5.01,2MASS J03501244+2355363
2M03501290+2421067,*,57.5537796,24.35188103,3,4010.0,5.18,2MASS J03501290+2421067
2M03501766+2522464,*,57.5736084,25.37956047,0,6610.0,5.21,2MASS J03501766+2522464
2M03502089+2428003,*,57.58708191,24.46675491,3,5570.0,5.14,2MASS J03502089+2428003
2M03502130+2305470,*,57.58874893,23.09639168,3,5520.0,5.19,2MASS J03502130+2305470
2M03502806+2429436,*,57.61692429,24.49547005,0,7380.0,4.16,2MASS J03502806+2429436
2M03502995+2503071,*,57.62482452,25.05198479,3,3820.0,5.32,2MASS J03502995+2503071
2M03503164+2318247,*,57.63184738,23.30688667,3,5340.0,5.35,2MASS J03503164+2318247
2M03503257+2410496,*,57.63574982,24.18044472,0,6070.0,5.86,2MASS J03503257+2410496
2M03503436+2447297,*,57.64319992,24.79159927,0,6750.0,4.15,2MASS J03503436+2447297
2M03503457+2430281,*,57.6440506,24.50782204,3,4860.0,5.01,2MASS J03503457+2430281
2M03503571+2525354,*,57.64882278,25.42651176,0,4680.0,4.52,2MASS J03503571+2525354
2M03503890+2313028,*,57.66211319,23.21745872,3,3770.0,5.39,2MASS J03503890+2313028
2M03503929+2523375,*,57.66373062,25.39377213,3,4570.0,4.77,2MASS J03503929+2523375
2M03504007+2355590,*,57.66698456,23.93306541,0,6020.0,5.1,2MASS J03504007+2355590
2M03504173+2320195,*,57.67389297,23.33876038,0,5790.0,4.33,2MASS J03504173+2320195
2M03504361+2317343,*,57.68174362,23.2928772,0,6840.0,4.14,2MASS J03504361+2317343
2M03504603+2255506,*,57.69180298,22.93073082,0,4520.0,4.68,2MASS J03504603+2255506
2M03504895+2240122,*,57.70398331,22.67006493,3,3930.0,5.28,2MASS J03504895+2240122
2M03505143+2319447,*,57.71433258,23.32909966,3,5090.0,5.23,2MASS J03505143+2319447
2M03505244+2357415,*,57.71850204,23.96154785,0,7580.0,4.52,2MASS J03505244+2357415
2M03505403+2309119,*,57.72514725,23.15332031,0,7160.0,4.25,2MASS J03505403+2309119
2M03505432+2350056,*,57.72633743,23.83489609,3,5040.0,5.05,2MASS J03505432+2350056
2M03505508+2411508,*,57.72952652,24.1974659,3,5430.0,5.23,2MASS J03505508+2411508
2M03505662+2344140,*,57.73593903,23.73722458,3,5680.0,5.19,2MASS J03505662+2344140
2M03505741+2406310,*,57.73923111,24.10861778,3,3640.0,5.18,2MASS J03505741+2406310
2M03510231+2503197,*,57.75963211,25.05547714,3,4720.0,4.97,2MASS J03510231+2503197
2M03510274+2325420,*,57.76145554,23.4283371,0,6400.0,4.26,2MASS J03510274+2325420
2M03510557+2444124,*,57.77321625,24.73679543,3,4390.0,4.68,2MASS J03510557+2444124
2M03510934+2503195,*,57.7889328,25.05541801,0,5360.0,4.69,2MASS J03510934+2503195
2M03511153+2423133,*,57.79806519,24.38702774,3,3660.0,5.3,2MASS J03511153+2423133
2M03511207+2355575,*,57.80031967,23.93266487,3,4140.0,5.13,2MASS J03511207+2355575
2M03511384+2523116,*,57.8076973,25.38656044,3,3240.0,5.22,2MASS J03511384+2523116
2M03511531+2337184,*,57.81383133,23.62178993,0,5900.0,3.58,2MASS J03511531+2337184
2M03511581+2316562,*,57.81588745,23.28228569,3,4150.0,4.86,2MASS J03511581+2316562
2M03511685+2349357,*,57.82023239,23.82660484,3,5130.0,5.23,2MASS J03511685+2349357
2M03511906+2410134,*,57.82944489,24.17039871,3,3820.0,5.27,2MASS J03511906+2410134
2M03512213+2509580,*,57.84222412,25.16613579,3,4400.0,5.08,2MASS J03512213+2509580
2M03512381+2250293,*,57.84921646,22.84148407,3,4360.0,5.06,2MASS J03512381+2250293
2M03512388+2505528,*,57.84952164,25.09802628,3,3780.0,5.28,2MASS J03512388+2505528
2M03512440+2405147,*,57.85167313,24.08742523,3,4650.0,4.99,2MASS J03512440+2405147
2M03512529+2509465,*,57.85541153,25.16294098,0,7900.0,4.22,2MASS J03512529+2509465
2M03512533+2353215,*,57.8555603,23.88932991,3,4420.0,5.07,2MASS J03512533+2353215
2M03512586+2447390,*,57.85777664,24.79419327,3,3310.0,5.43,2MASS J03512586+2447390
2M03512664+2504369,*,57.86103058,25.07692146,0,6610.0,4.98,2MASS J03512664+2504369
2M03512722+2431072,*,57.86341858,24.51869202,0,6490.0,4.16,2MASS J03512722+2431072
2M03512904+2500238,*,57.87101746,25.00663185,0,7250.0,4.21,2MASS J03512904+2500238
2M03512993+2353572,*,57.87472916,23.89922523,3,4480.0,4.89,2MASS J03512993+2353572
2M03513640+2513408,*,57.90168762,25.22800636,3,3030.0,5.08,2MASS J03513640+2513408
2M03513802+2310594,*,57.90842438,23.18317032,3,4360.0,4.97,2MASS J03513802+2310594
2M03513903+2245010,*,57.91262436,22.7502861,3,5300.0,5.24,2MASS J03513903+2245010
2M03513927+2432561,*,57.91365051,24.54894066,3,4830.0,4.93,2MASS J03513927+2432561
2M03514044+2458594,*,57.91850281,24.98318481,3,5570.0,5.1,2MASS J03514044+2458594
2M03515058+2253446,*,57.96076965,22.89573288,3,3280.0,5.07,2MASS J03515058+2253446
2M03515114+2317414,*,57.96310043,23.29484177,3,3550.0,5.29,2MASS J03515114+2317414
2M03515338+2423132,*,57.97244644,24.3870182,3,4510.0,4.51,2MASS J03515338+2423132
2M03515391+2402517,*,57.9746666,24.0477066,3,3100.0,5.16,2MASS J03515391+2402517
2M03515393+2502173,*,57.97472763,25.03815079,0,6770.0,4.09,2MASS J03515393+2502173
2M03515450+2333317,*,57.97709656,23.55882263,3,3100.0,5.25,2MASS J03515450+2333317
2M03515527+2356547,*,57.98031616,23.94854164,3,3020.0,4.33,2MASS J03515527+2356547
2M03515685+2354070,*,57.98688889,23.90196609,0,6170.0,5.08,2MASS J03515685+2354070
2M03515733+2320219,*,57.98889542,23.33943939,3,4660.0,4.99,2MASS J03515733+2320219
2M03520223+2439479,*,58.00933075,24.6633091,3,4470.0,4.77,2MASS J03520223+2439479
2M03520225+2421481,*,58.00941086,24.36338425,3,3970.0,4.99,2MASS J03520225+2421481
2M03520903+2331252,*,58.03765488,23.52368546,0,6700.0,4.28,2MASS J03520903+2331252
2M03521499+2420237,*,58.06247711,24.33992004,3,4150.0,5.18,2MASS J03521499+2420237
2M03521723+2424007,*,58.07183456,24.40022087,0,5320.0,3.92,2MASS J03521723+2424007
2M03522064+2433557,*,58.08603287,24.56549072,0,4020.0,4.94,2MASS J03522064+2433557
2M03522250+2338416,*,58.09375763,23.644907,3,4300.0,5.12,2MASS J03522250+2338416
2M03523090+2432396,*,58.12877274,24.54436111,3,3140.0,5.03,2MASS J03523090+2432396
2M03523136+2515078,*,58.13068008,25.25217438,3,3410.0,5.22,2MASS J03523136+2515078
2M03524249+2507029,*,58.17708206,25.11749077,3,4670.0,4.98,2MASS J03524249+2507029
2M03524534+2516475,*,58.18894577,25.27986717,3,4520.0,5.05,2MASS J03524534+2516475
2M03525209+2510264,*,58.2170639,25.1740036,3,3680.0,4.84,2MASS J03525209+2510264
2M03525347+2442565,*,58.22281265,24.71571922,0,6210.0,4.84,2MASS J03525347+2442565
2M03525913+2454055,*,58.24641037,24.90153885,3,4320.0,5.05,2MASS J03525913+2454055
2M03530129+2303253,*,58.2553978,23.05702972,0,6840.0,5.37,2MASS J03530129+2303253
2M03530164+2523250,*,58.25683594,25.39027786,0,7340.0,4.55,2MASS J03530164+2523250
2M03530452+2248050,*,58.26885986,22.8013916,3,4570.0,4.98,2MASS J03530452+2248050
2M03531015+2303109,*,58.29231262,23.05304146,3,3800.0,5.16,2MASS J03531015+2303109
2M03531569+2252146,*,58.31539154,22.87074471,3,3450.0,5.14,2MASS J03531569+2252146
2M03532159+2358542,*,58.33996201,23.98173523,3,3900.0,5.13,2MASS J03532159+2358542
2M03532369+2403542,*,58.34873962,24.06506157,3,5490.0,5.19,2MASS J03532369+2403542
2M03532482+2324151,*,58.35342789,23.40420151,3,4010.0,5.36,2MASS J03532482+2324151
2M03534095+2425098,*,58.42063141,24.41938972,3,3820.0,5.18,2MASS J03534095+2425098
2M03534382+2413287,*,58.43259811,24.22465515,3,4690.0,5.0,2MASS J03534382+2413287
2M03535727+2320432,*,58.48863983,23.34534073,0,4330.0,4.63,2MASS J03535727+2320432
2M03540069+2359000,*,58.50289536,23.98333549,3,3130.0,5.18,2MASS J03540069+2359000
2M03540892+2420011,*,58.5371933,24.33364487,3,4850.0,5.0,2MASS J03540892+2420011
2M03541301+2320510,*,58.55421066,23.34750557,3,3530.0,5.09,2MASS J03541301+2320510
2M03542065+2349174,*,58.58607483,23.82151222,3,5330.0,5.07,2MASS J03542065+2349174
2M03542122+2323491,*,58.58842468,23.39697647,3,3810.0,5.18,2MASS J03542122+2323491
2M03542159+2404323,*,58.58997345,24.07564545,3,5860.0,4.56,2MASS J03542159+2404323
2M03542257+2407304,*,58.59407425,24.12512207,0,5450.0,4.72,2MASS J03542257+2407304
2M03542523+2421363,*,58.6051445,24.36010551,0,5020.0,4.58,2MASS J03542523+2421363
2M03542795+2350075,*,58.61649323,23.83542252,3,4480.0,4.85,2MASS J03542795+2350075
2M03542844+2419161,*,58.61852264,24.32115746,3,4360.0,5.01,2MASS J03542844+2419161
2M03544458+2312057,*,58.68576813,23.2015934,0,13400.0,4.43,2MASS J03544458+2312057
2M03545255+2434344,*,58.71899033,24.57624817,3,4510.0,4.94,2MASS J03545255+2434344
2M03550896+2405028,*,58.78735733,24.08412933,3,3520.0,5.25,2MASS J03550896+2405028
2M03552900+2346208,*,58.87085342,23.7724514,3,4420.0,5.04,2MASS J03552900+2346208
2M03554872+2355363,*,58.953022,23.92677307,3,4010.0,5.18,2MASS J03554872+2355363
2M03555603+2334021,*,58.98347092,23.56727409,3,4880.0,5.05,2MASS J03555603+2334021
2M03555838+2432598,*,58.99328613,24.54994583,3,4800.0,5.01,2MASS J03555838+2432598
2M03561859+2357520,*,59.07746124,23.96444893,3,3990.0,5.17,2MASS J03561859+2357520
2M03562592+2416515,*,59.10803604,24.28099823,3,4140.0,4.99,2MASS J03562592+2416515
2M04124140+2718098,*,63.1725235,27.30273247,0,4960.0,4.33,2MASS J04124140+2718098
2M04124668+2731077,*,63.19450378,27.51880836,0,4870.0,3.62,2MASS J04124668+2731077
2M04130365+2811167,*,63.26521301,28.18797684,0,5120.0,4.5,2MASS J04130365+2811167
2M04131414+2819108,*,63.30892563,28.31967735,3,3770.0,3.88,2MASS J04131414+2819108
